,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,state,prob,cost,iteration,p,avr_C,gamma
50,50,50,50,100010111,0.036,-3,31,1,4.076999999999999,0.03
51,51,51,51,100010100,0.048,-20,33,1,2.7489999999999988,0.03
52,52,52,52,100011100,0.024,-21,33,1,2.7260000000000004,0.03
53,53,53,53,100010100,0.085,-20,36,1,0.3979999999999989,0.03
54,54,54,54,100010101,0.021,-3,30,1,5.541,0.03
55,55,55,55,100,0.033,0,28,1,6.694999999999998,0.03
56,56,56,56,100010100,0.067,-20,40,1,-0.3430000000000028,0.03
57,57,57,57,100010101,0.062,-3,35,1,11.388999999999998,0.03
58,58,58,58,100010101,0.054,-3,27,1,3.896,0.03
59,59,59,59,0,0.059,0,30,1,3.395000000000002,0.03
60,60,60,60,0,0.044,0,30,1,3.2769999999999992,0.04
61,61,61,61,1110001,0.008,-12,34,1,15.173,0.04
62,62,62,62,11,0.045,0,28,1,5.6679999999999975,0.04
63,63,63,63,111001110,0.02,4,33,1,10.216999999999995,0.04
64,64,64,64,10,0.01,17,30,1,11.312999999999995,0.04
65,65,65,65,110001110,0.021,-12,31,1,9.177999999999995,0.04
66,66,66,66,110,0.027,0,27,1,5.859999999999997,0.04
67,67,67,67,11,0.021,0,31,1,7.6169999999999956,0.04
68,68,68,68,100010001,0.046,-3,30,1,5.769999999999998,0.04
69,69,69,69,1,0.085,0,32,1,4.804,0.04
70,70,70,70,100010111,0.045,-3,34,1,4.536999999999997,0.04
71,71,71,71,0,0.049,0,30,1,3.403,0.04
72,72,72,72,100010100,0.047,-20,34,1,0.6859999999999973,0.04
73,73,73,73,100010100,0.029,-20,31,1,4.118999999999996,0.04
74,74,74,74,1,0.047,0,30,1,5.631999999999996,0.04
75,75,75,75,100010100,0.033,-20,30,1,8.494999999999996,0.04
76,76,76,76,100010010,0.025,31,28,1,9.424999999999995,0.04
77,77,77,77,100010100,0.036,-20,33,1,2.4039999999999977,0.04
78,78,78,78,100010101,0.064,-3,28,1,5.236999999999998,0.04
79,79,79,79,101,0.074,17,28,1,8.393000000000002,0.04
80,80,80,80,11,0.038,0,29,1,6.955999999999999,0.05
81,81,81,81,100010100,0.052,-20,27,1,1.7399999999999995,0.05
82,82,82,82,100010100,0.098,-20,30,1,1.462,0.05
83,83,83,83,100010100,0.06,-20,29,1,1.6449999999999996,0.05
84,84,84,84,100010100,0.052,-20,39,1,0.2359999999999991,0.05
85,85,85,85,11,0.041,0,28,1,6.164999999999999,0.05
86,86,86,86,1010001,0.009,-11,35,1,14.260000000000009,0.05
87,87,87,87,100011100,0.035,-21,36,1,3.377999999999997,0.05
88,88,88,88,100110101,0.033,-4,36,1,6.946999999999993,0.05
89,89,89,89,100010100,0.045,-20,32,1,3.781999999999998,0.05
90,90,90,90,100010010,0.105,31,38,1,4.930999999999997,0.05
91,91,91,91,11000011,0.025,-2,31,1,7.1969999999999965,0.05
92,92,92,92,11,0.051,0,35,1,6.662000000000002,0.05
93,93,93,93,110001110,0.022,-12,29,1,8.455000000000002,0.05
94,94,94,94,100010100,0.046,-20,30,1,0.9460000000000008,0.05
95,95,95,95,100010100,0.076,-20,29,1,1.2029999999999996,0.05
96,96,96,96,100010000,0.027,-3,35,1,7.351999999999994,0.05
97,97,97,97,100010100,0.047,-20,28,1,-0.0420000000000015,0.05
98,98,98,98,101110001,0.025,-5,29,1,7.518,0.05
99,99,99,99,1011010,0.02,22,28,1,13.507999999999996,0.05
100,100,100,100,100110101,0.031,-4,29,1,7.933999999999996,0.060000000000000005
101,101,101,101,1,0.044,0,35,1,2.873,0.060000000000000005
102,102,102,102,10,0.036,17,31,1,11.498000000000005,0.060000000000000005
103,103,103,103,11101010,0.009,30,30,1,16.18,0.060000000000000005
104,104,104,104,100010111,0.025,-3,33,1,6.121999999999994,0.060000000000000005
105,105,105,105,1100,0.019,-1,27,1,11.895000000000003,0.060000000000000005
106,106,106,106,111,0.027,0,34,1,6.582999999999997,0.060000000000000005
107,107,107,107,100010010,0.049,31,31,1,4.132999999999999,0.060000000000000005
108,108,108,108,100010101,0.04,-3,33,1,11.532000000000007,0.060000000000000005
109,109,109,109,100010100,0.034,-20,31,1,5.418999999999993,0.060000000000000005
110,110,110,110,100010100,0.047,-20,32,1,1.7189999999999994,0.060000000000000005
111,111,111,111,100010001,0.018,-3,32,1,11.372000000000009,0.060000000000000005
112,112,112,112,101100001,0.021,5,30,1,12.947999999999997,0.060000000000000005
113,113,113,113,11,0.037,0,30,1,7.111999999999997,0.060000000000000005
114,114,114,114,100,0.043,0,31,1,5.175000000000001,0.060000000000000005
115,115,115,115,100,0.062,0,29,1,5.16,0.060000000000000005
116,116,116,116,11,0.042,0,27,1,6.490999999999999,0.060000000000000005
117,117,117,117,1111,0.009,16,28,1,15.61000000000001,0.060000000000000005
118,118,118,118,100010100,0.051,-20,29,1,3.8849999999999993,0.060000000000000005
119,119,119,119,101,0.015,17,30,1,13.608000000000006,0.060000000000000005
120,120,120,120,100010100,0.022,-20,33,1,4.586999999999997,0.06999999999999999
121,121,121,121,11,0.033,0,35,1,6.732999999999997,0.06999999999999999
122,122,122,122,100010111,0.063,-3,27,1,5.731999999999991,0.06999999999999999
123,123,123,123,100010100,0.023,-20,36,1,4.926,0.06999999999999999
124,124,124,124,10100,0.02,-10,33,1,7.806999999999989,0.06999999999999999
125,125,125,125,100,0.034,0,30,1,7.937000000000003,0.06999999999999999
126,126,126,126,100010100,0.022,-20,30,1,3.0450000000000004,0.06999999999999999
127,127,127,127,1,0.048,0,28,1,8.568000000000003,0.06999999999999999
128,128,128,128,110110111,0.022,-5,25,1,10.334,0.06999999999999999
129,129,129,129,100010100,0.028,-20,30,1,6.216999999999996,0.06999999999999999
130,130,130,130,1100,0.025,-1,27,1,9.479,0.06999999999999999
131,131,131,131,111011010,0.02,28,28,1,14.938999999999998,0.06999999999999999
132,132,132,132,101010101,0.009,13,27,1,15.480000000000004,0.06999999999999999
133,133,133,133,100010100,0.028,-20,27,1,3.336999999999999,0.06999999999999999
134,134,134,134,111,0.039,0,31,1,7.749,0.06999999999999999
135,135,135,135,1000000,0.012,-1,28,1,12.127,0.06999999999999999
136,136,136,136,100010001,0.07,-3,29,1,2.776999999999998,0.06999999999999999
137,137,137,137,100010100,0.023,-20,35,1,3.642,0.06999999999999999
138,138,138,138,1,0.043,0,29,1,8.119999999999997,0.06999999999999999
139,139,139,139,100010100,0.022,-20,30,1,5.179999999999996,0.06999999999999999
140,140,140,140,100010101,0.024,-3,30,1,8.803999999999997,0.08
141,141,141,141,0,0.029,0,32,1,6.499000000000001,0.08
142,142,142,142,1,0.03,0,30,1,4.394999999999997,0.08
143,143,143,143,100010100,0.044,-20,33,1,4.124999999999995,0.08
144,144,144,144,0,0.033,0,25,1,3.703,0.08
145,145,145,145,111,0.029,0,29,1,7.341999999999992,0.08
146,146,146,146,100,0.037,0,31,1,7.262000000000003,0.08
147,147,147,147,100010100,0.035,-20,32,1,3.415999999999999,0.08
148,148,148,148,11,0.028,0,31,1,7.800999999999997,0.08
149,149,149,149,100010100,0.04,-20,30,1,4.149999999999999,0.08
150,150,150,150,1011000,0.013,-12,29,1,10.154,0.08
151,151,151,151,100010101,0.053,-3,30,1,10.942000000000002,0.08
152,152,152,152,100010110,0.067,-3,31,1,3.236999999999998,0.08
153,153,153,153,100010100,0.018,-20,33,1,7.412999999999992,0.08
154,154,154,154,100010100,0.036,-20,29,1,1.0950000000000009,0.08
155,155,155,155,11100011,0.018,-3,32,1,10.765999999999991,0.08
156,156,156,156,100010101,0.085,-3,32,1,3.631999999999997,0.08
157,157,157,157,100010100,0.041,-20,29,1,4.623999999999996,0.08
158,158,158,158,0,0.062,0,32,1,5.723999999999999,0.08
159,159,159,159,11100011,0.025,-3,34,1,9.974999999999993,0.08
160,160,160,160,10111,0.014,7,30,1,12.67800000000001,0.09
161,161,161,161,10100111,0.007,-2,26,1,14.689000000000007,0.09
162,162,162,162,100,0.046,0,33,1,5.720000000000003,0.09
163,163,163,163,100010100,0.06,-20,30,1,4.082999999999996,0.09
164,164,164,164,100010100,0.03,-20,35,1,3.2960000000000016,0.09
165,165,165,165,100010101,0.023,-3,32,1,6.375999999999996,0.09
166,166,166,166,111110011,0.016,11,27,1,11.843,0.09
167,167,167,167,100010100,0.016,-20,35,1,5.034999999999995,0.09
168,168,168,168,100010100,0.041,-20,33,1,2.3699999999999988,0.09
169,169,169,169,101,0.046,17,31,1,9.224000000000004,0.09
170,170,170,170,100101,0.015,16,29,1,14.819,0.09
171,171,171,171,110001111,0.01,5,36,1,11.195,0.09
172,172,172,172,11001010,0.01,14,26,1,12.626000000000005,0.09
173,173,173,173,100010001,0.02,-3,33,1,10.65300000000001,0.09
174,174,174,174,100010100,0.017,-20,31,1,5.964,0.09
175,175,175,175,100011100,0.024,-21,29,1,8.132999999999987,0.09
176,176,176,176,100010101,0.031,-3,32,1,6.042999999999995,0.09
177,177,177,177,100010100,0.022,-20,41,1,6.352999999999998,0.09
178,178,178,178,100010111,0.017,-3,30,1,12.214000000000008,0.09
179,179,179,179,100,0.046,0,28,1,6.374,0.09
180,180,180,180,100010100,0.051,-20,51,2,1.2980000000000005,0.01
181,181,181,181,100110101,0.099,-4,45,2,-3.594000000000005,0.01
182,182,182,182,100010100,0.096,-20,56,2,-2.209000000000003,0.01
183,183,183,183,100,0.05,0,55,2,1.971,0.01
184,184,184,184,111,0.071,0,42,2,9.485,0.01
185,185,185,185,100010100,0.058,-20,52,2,4.392000000000001,0.01
186,186,186,186,11100011,0.024,-3,51,2,6.897999999999996,0.01
187,187,187,187,111,0.064,0,45,2,1.2439999999999998,0.01
188,188,188,188,100010100,0.032,-20,60,2,-0.2420000000000042,0.01
189,189,189,189,100011100,0.037,-21,51,2,1.4470000000000005,0.01
190,190,190,190,11,0.062,0,55,2,-0.432,0.01
191,191,191,191,100010100,0.074,-20,45,2,0.2849999999999997,0.01
192,192,192,192,10001110,0.035,-2,49,2,2.890999999999999,0.01
193,193,193,193,100010100,0.168,-20,45,2,0.1889999999999981,0.01
194,194,194,194,11,0.036,0,40,2,6.819999999999998,0.01
195,195,195,195,100010100,0.056,-20,42,2,2.161,0.01
196,196,196,196,100010100,0.1,-20,46,2,-2.6250000000000058,0.01
197,197,197,197,1100,0.021,-1,54,2,6.725999999999999,0.01
198,198,198,198,100010100,0.035,-20,53,2,-0.8040000000000002,0.01
199,199,199,199,100010000,0.109,-3,47,2,1.995,0.01
200,200,200,200,1,0.065,0,40,2,4.091999999999999,0.02
201,201,201,201,11001010,0.058,14,50,2,0.6909999999999992,0.02
202,202,202,202,100010001,0.029,-3,44,2,6.200999999999998,0.02
203,203,203,203,100010100,0.056,-20,48,2,2.787,0.02
204,204,204,204,1100,0.037,-1,51,2,7.302999999999998,0.02
205,205,205,205,100010100,0.051,-20,48,2,1.4710000000000008,0.02
206,206,206,206,11100011,0.024,-3,40,2,7.516999999999996,0.02
207,207,207,207,100101,0.028,16,41,2,11.334000000000003,0.02
208,208,208,208,100010100,0.038,-20,47,2,1.7419999999999998,0.02
209,209,209,209,0,0.076,0,53,2,1.2140000000000004,0.02
210,210,210,210,100011100,0.031,-21,44,2,7.790999999999995,0.02
211,211,211,211,100011100,0.018,-21,41,2,8.775999999999991,0.02
212,212,212,212,100010100,0.109,-20,43,2,-0.6830000000000013,0.02
213,213,213,213,100010100,0.162,-20,53,2,-5.069000000000002,0.02
214,214,214,214,100010101,0.068,-3,52,2,3.1139999999999994,0.02
215,215,215,215,100,0.044,0,45,2,1.851,0.02
216,216,216,216,100010100,0.059,-20,40,2,8.895000000000005,0.02
217,217,217,217,11,0.112,0,58,2,0.9260000000000004,0.02
218,218,218,218,100010100,0.063,-20,55,2,0.7650000000000007,0.02
219,219,219,219,100000111,0.022,-10,43,2,7.5950000000000015,0.02
220,220,220,220,10001,0.014,-10,54,2,8.607,0.03
221,221,221,221,100010001,0.037,-3,42,2,9.213000000000006,0.03
222,222,222,222,100010100,0.025,-20,54,2,4.218999999999997,0.03
223,223,223,223,100010100,0.044,-20,46,2,7.413999999999992,0.03
224,224,224,224,0,0.034,0,42,2,9.078,0.03
225,225,225,225,100010100,0.051,-20,47,2,2.0770000000000004,0.03
226,226,226,226,110001110,0.011,-12,45,2,12.194000000000004,0.03
227,227,227,227,0,0.033,0,49,2,3.41,0.03
228,228,228,228,100010100,0.089,-20,43,2,-0.2469999999999997,0.03
229,229,229,229,100010100,0.016,-20,48,2,10.868999999999998,0.03
230,230,230,230,100010100,0.059,-20,52,2,3.6559999999999993,0.03
231,231,231,231,100010100,0.071,-20,48,2,0.3119999999999998,0.03
232,232,232,232,100010100,0.067,-20,50,2,2.145999999999999,0.03
233,233,233,233,100010100,0.035,-20,45,2,2.432,0.03
234,234,234,234,10,0.049,17,51,2,8.301000000000002,0.03
235,235,235,235,110001110,0.03,-12,43,2,7.951999999999994,0.03
236,236,236,236,110,0.049,0,50,2,1.6420000000000008,0.03
237,237,237,237,100011100,0.032,-21,44,2,1.2169999999999996,0.03
238,238,238,238,110001110,0.031,-12,47,2,4.607000000000001,0.03
239,239,239,239,100000110,0.018,-10,44,2,4.947999999999999,0.03
240,240,240,240,111,0.074,0,48,2,5.320999999999999,0.04
241,241,241,241,111110011,0.036,11,42,2,7.910999999999993,0.04
242,242,242,242,100011100,0.022,-21,48,2,2.782,0.04
243,243,243,243,11001010,0.033,14,48,2,3.3120000000000003,0.04
244,244,244,244,100010010,0.091,31,48,2,9.994999999999996,0.04
245,245,245,245,100010100,0.035,-20,52,2,2.1850000000000005,0.04
246,246,246,246,100010100,0.045,-20,47,2,1.869000000000001,0.04
247,247,247,247,11100011,0.025,-3,46,2,9.779,0.04
248,248,248,248,100010100,0.069,-20,42,2,-0.3060000000000037,0.04
249,249,249,249,100010100,0.025,-20,59,2,4.121999999999998,0.04
250,250,250,250,10,0.032,17,46,2,11.144999999999996,0.04
251,251,251,251,11001010,0.017,14,46,2,10.1,0.04
252,252,252,252,101100001,0.027,5,42,2,7.345999999999994,0.04
253,253,253,253,100010111,0.021,-3,53,2,6.766999999999997,0.04
254,254,254,254,100,0.058,0,51,2,2.2510000000000003,0.04
255,255,255,255,100,0.035,0,50,2,6.798,0.04
256,256,256,256,100010100,0.038,-20,43,2,5.292999999999993,0.04
257,257,257,257,100010100,0.111,-20,50,2,-2.2870000000000044,0.04
258,258,258,258,100110101,0.044,-4,44,2,3.974999999999999,0.04
259,259,259,259,100010100,0.058,-20,49,2,2.3669999999999995,0.04
260,260,260,260,100010111,0.043,-3,56,2,5.330999999999995,0.05
261,261,261,261,0,0.069,0,45,2,4.786000000000003,0.05
262,262,262,262,1,0.034,0,50,2,6.588,0.05
263,263,263,263,100010101,0.08,-3,48,2,2.5069999999999992,0.05
264,264,264,264,11001010,0.03,14,53,2,4.262999999999998,0.05
265,265,265,265,0,0.028,0,55,2,6.599000000000001,0.05
266,266,266,266,100,0.019,0,48,2,10.534000000000004,0.05
267,267,267,267,100011100,0.035,-21,46,2,3.8299999999999983,0.05
268,268,268,268,10000,0.025,-10,46,2,5.082999999999998,0.05
269,269,269,269,100010011,0.025,14,51,2,10.906999999999996,0.05
270,270,270,270,100010100,0.052,-20,44,2,2.4699999999999984,0.05
271,271,271,271,100010111,0.028,-3,48,2,7.068999999999995,0.05
272,272,272,272,11001010,0.028,14,42,2,7.766999999999992,0.05
273,273,273,273,111010110,0.007,12,42,2,15.137000000000008,0.05
274,274,274,274,100010100,0.026,-20,52,2,8.537999999999995,0.05
275,275,275,275,100010110,0.055,-3,49,2,4.387999999999998,0.05
276,276,276,276,1000001,0.015,-1,52,2,8.271999999999993,0.05
277,277,277,277,100010100,0.024,-20,46,2,6.494999999999997,0.05
278,278,278,278,0,0.028,0,47,2,4.419999999999996,0.05
279,279,279,279,100010100,0.066,-20,49,2,2.541999999999998,0.05
280,280,280,280,100010100,0.037,-20,56,2,3.7229999999999976,0.060000000000000005
281,281,281,281,100010100,0.089,-20,47,2,0.9189999999999996,0.060000000000000005
282,282,282,282,100010001,0.018,-3,47,2,8.57899999999999,0.060000000000000005
283,283,283,283,100010100,0.076,-20,49,2,3.721999999999999,0.060000000000000005
284,284,284,284,1,0.027,0,45,2,9.723,0.060000000000000005
285,285,285,285,100010100,0.113,-20,47,2,0.5379999999999989,0.060000000000000005
286,286,286,286,100010001,0.035,-3,45,2,5.672999999999995,0.060000000000000005
287,287,287,287,11001010,0.066,14,49,2,6.885999999999995,0.060000000000000005
288,288,288,288,100010100,0.04,-20,54,2,4.134999999999997,0.060000000000000005
289,289,289,289,100010111,0.03,-3,50,2,6.988999999999995,0.060000000000000005
290,290,290,290,110100111,0.043,-12,52,2,3.1459999999999995,0.060000000000000005
291,291,291,291,10100,0.023,-10,59,2,2.1460000000000004,0.060000000000000005
292,292,292,292,100010010,0.117,31,44,2,10.25800000000001,0.060000000000000005
293,293,293,293,100010100,0.056,-20,51,2,0.1899999999999982,0.060000000000000005
294,294,294,294,100010100,0.057,-20,45,2,3.8360000000000007,0.060000000000000005
295,295,295,295,0,0.035,0,56,2,5.355999999999998,0.060000000000000005
296,296,296,296,110001110,0.015,-12,51,2,6.749999999999998,0.060000000000000005
297,297,297,297,101,0.062,17,49,2,7.881000000000003,0.060000000000000005
298,298,298,298,100010100,0.036,-20,46,2,3.6009999999999964,0.060000000000000005
299,299,299,299,100010101,0.032,-3,51,2,5.411999999999996,0.060000000000000005
300,300,300,300,100010100,0.053,-20,53,2,-0.0620000000000022,0.06999999999999999
301,301,301,301,100010100,0.033,-20,47,2,5.056999999999995,0.06999999999999999
302,302,302,302,100,0.02,0,45,2,5.709999999999998,0.06999999999999999
303,303,303,303,100,0.037,0,42,2,9.583000000000004,0.06999999999999999
304,304,304,304,100010100,0.083,-20,52,2,1.4849999999999997,0.06999999999999999
305,305,305,305,100000110,0.036,-10,44,2,3.929999999999998,0.06999999999999999
306,306,306,306,100010100,0.039,-20,46,2,3.281999999999998,0.06999999999999999
307,307,307,307,111,0.024,0,47,2,7.432999999999995,0.06999999999999999
308,308,308,308,100010100,0.03,-20,53,2,2.9330000000000007,0.06999999999999999
309,309,309,309,100110101,0.024,-4,54,2,7.123999999999995,0.06999999999999999
310,310,310,310,1,0.049,0,45,2,5.553999999999999,0.06999999999999999
311,311,311,311,100010100,0.041,-20,54,2,4.2929999999999975,0.06999999999999999
312,312,312,312,100010001,0.03,-3,40,2,5.995999999999995,0.06999999999999999
313,313,313,313,100011100,0.026,-21,57,2,6.250999999999995,0.06999999999999999
314,314,314,314,1100,0.016,-1,53,2,10.429999999999994,0.06999999999999999
315,315,315,315,10101,0.014,7,48,2,11.044999999999996,0.06999999999999999
316,316,316,316,100010100,0.032,-20,54,2,8.675999999999995,0.06999999999999999
317,317,317,317,10,0.025,17,50,2,7.319999999999993,0.06999999999999999
318,318,318,318,110,0.019,0,45,2,7.712999999999997,0.06999999999999999
319,319,319,319,100,0.044,0,59,2,7.495000000000005,0.06999999999999999
320,320,320,320,10001,0.03,-10,56,2,0.927999999999999,0.08
321,321,321,321,100011100,0.018,-21,55,2,6.9179999999999895,0.08
322,322,322,322,100,0.019,0,49,2,9.536,0.08
323,323,323,323,10001,0.03,-10,50,2,1.9170000000000007,0.08
324,324,324,324,100010100,0.04,-20,48,2,3.995999999999997,0.08
325,325,325,325,100010001,0.037,-3,56,2,6.974999999999994,0.08
326,326,326,326,11,0.023,0,51,2,8.192999999999994,0.08
327,327,327,327,110001110,0.016,-12,50,2,13.742000000000006,0.08
328,328,328,328,100010100,0.054,-20,52,2,3.236,0.08
329,329,329,329,100,0.034,0,46,2,8.388999999999996,0.08
330,330,330,330,100010100,0.026,-20,49,2,5.838999999999996,0.08
331,331,331,331,10000011,0.012,-1,46,2,13.21300000000001,0.08
332,332,332,332,100010111,0.042,-3,47,2,7.517999999999987,0.08
333,333,333,333,101,0.056,17,48,2,9.733,0.08
334,334,334,334,100010101,0.06,-3,51,2,9.44700000000001,0.08
335,335,335,335,0,0.014,0,48,2,9.917000000000009,0.08
336,336,336,336,100010001,0.032,-3,49,2,7.357999999999992,0.08
337,337,337,337,100010100,0.015,-20,51,2,7.733999999999989,0.08
338,338,338,338,1110001,0.018,-12,48,2,7.302999999999992,0.08
339,339,339,339,100010100,0.039,-20,53,2,8.18999999999999,0.08
340,340,340,340,100010101,0.02,-3,45,2,9.062,0.09
341,341,341,341,110,0.031,0,44,2,6.189999999999996,0.09
342,342,342,342,1110001,0.008,-12,46,2,12.816000000000004,0.09
343,343,343,343,100011100,0.021,-21,52,2,7.485999999999996,0.09
344,344,344,344,100010001,0.019,-3,46,2,7.951999999999996,0.09
345,345,345,345,100011100,0.014,-21,46,2,11.243999999999998,0.09
346,346,346,346,100110101,0.026,-4,50,2,6.865999999999996,0.09
347,347,347,347,100010000,0.022,-3,50,2,6.886999999999996,0.09
348,348,348,348,1010000,0.012,-11,49,2,6.9219999999999935,0.09
349,349,349,349,11100011,0.014,-3,54,2,12.969000000000005,0.09
350,350,350,350,100000000,0.028,7,51,2,8.455999999999996,0.09
351,351,351,351,100010100,0.055,-20,54,2,3.860999999999997,0.09
352,352,352,352,100010100,0.022,-20,43,2,9.848,0.09
353,353,353,353,10001110,0.019,-2,43,2,10.478000000000003,0.09
354,354,354,354,11100011,0.033,-3,46,2,4.878999999999996,0.09
355,355,355,355,100010100,0.065,-20,44,2,1.9240000000000004,0.09
356,356,356,356,10001,0.02,-10,54,2,6.910999999999994,0.09
357,357,357,357,100010100,0.044,-20,53,2,3.1409999999999982,0.09
358,358,358,358,110,0.044,0,45,2,5.212000000000001,0.09
359,359,359,359,100010100,0.018,-20,57,2,9.966,0.09
360,360,360,360,100010100,0.072,-20,71,3,0.843,0.01
361,361,361,361,100010101,0.12,-3,72,3,5.409999999999995,0.01
362,362,362,362,100010100,0.055,-20,66,3,-1.4110000000000031,0.01
363,363,363,363,100010100,0.084,-20,69,3,0.9000000000000004,0.01
364,364,364,364,111,0.06,0,77,3,0.2450000000000002,0.01
365,365,365,365,100000111,0.042,-10,61,3,-0.5130000000000017,0.01
366,366,366,366,101,0.078,17,76,3,4.810000000000001,0.01
367,367,367,367,100010011,0.03,14,68,3,6.9459999999999935,0.01
368,368,368,368,110,0.022,0,65,3,7.685000000000001,0.01
369,369,369,369,100010100,0.144,-20,77,3,1.2449999999999972,0.01
370,370,370,370,100,0.04,0,65,3,0.3090000000000007,0.01
371,371,371,371,100010100,0.052,-20,72,3,-1.2790000000000017,0.01
372,372,372,372,100010100,0.074,-20,77,3,1.006,0.01
373,373,373,373,100010101,0.089,-3,73,3,3.7520000000000007,0.01
374,374,374,374,110100111,0.045,-12,64,3,2.887000000000001,0.01
375,375,375,375,100101,0.039,16,70,3,7.034999999999998,0.01
376,376,376,376,100010100,0.045,-20,65,3,-0.6840000000000042,0.01
377,377,377,377,100010110,0.045,-3,72,3,3.719999999999999,0.01
378,378,378,378,100011100,0.037,-21,74,3,1.2710000000000012,0.01
379,379,379,379,100010100,0.108,-20,62,3,-4.019000000000005,0.01
380,380,380,380,100110101,0.024,-4,56,3,4.663999999999997,0.02
381,381,381,381,100010100,0.062,-20,72,3,-2.752000000000005,0.02
382,382,382,382,100010100,0.123,-20,63,3,-0.9030000000000038,0.02
383,383,383,383,11,0.03,0,66,3,9.926,0.02
384,384,384,384,100010100,0.045,-20,76,3,2.829,0.02
385,385,385,385,1110,0.026,-1,70,3,5.393999999999998,0.02
386,386,386,386,100010100,0.038,-20,68,3,1.1639999999999997,0.02
387,387,387,387,100010100,0.037,-20,58,3,8.189999999999992,0.02
388,388,388,388,1110,0.023,-1,60,3,2.463,0.02
389,389,389,389,100,0.033,0,61,3,1.1959999999999995,0.02
390,390,390,390,100010100,0.111,-20,72,3,-1.8440000000000063,0.02
391,391,391,391,100011100,0.028,-21,55,3,5.8260000000000005,0.02
392,392,392,392,100010100,0.167,-20,69,3,-4.109000000000004,0.02
393,393,393,393,100010100,0.037,-20,69,3,0.0469999999999978,0.02
394,394,394,394,100010100,0.115,-20,75,3,0.5910000000000001,0.02
395,395,395,395,100110101,0.049,-4,69,3,4.112999999999999,0.02
396,396,396,396,100011100,0.045,-21,75,3,-0.1140000000000024,0.02
