,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,state,prob,cost,iteration,p,avr_C,gamma
43,43,43,43,0,0.095,0,28,1,4.579000000000001,0.03
44,44,44,44,100,0.038,0,29,1,4.706999999999998,0.03
45,45,45,45,0,0.066,0,34,1,1.424,0.03
46,46,46,46,10100,0.024,-10,34,1,4.701999999999996,0.03
47,47,47,47,100010010,0.067,31,32,1,3.938999999999999,0.03
48,48,48,48,100010100,0.079,-20,29,1,0.0850000000000003,0.03
49,49,49,49,101,0.074,17,26,1,7.854999999999999,0.03
50,50,50,50,100010010,0.039,31,25,1,12.353000000000009,0.03
51,51,51,51,101001000,0.03,5,26,1,11.482000000000008,0.03
52,52,52,52,100010100,0.052,-20,29,1,2.7480000000000016,0.03
53,53,53,53,10000,0.04,-10,28,1,3.0,0.03
54,54,54,54,110001,0.02,-11,40,1,3.809000000000001,0.03
55,55,55,55,100010101,0.044,-3,29,1,7.42999999999999,0.03
56,56,56,56,10000110,0.02,-1,31,1,6.895999999999995,0.03
57,57,57,57,1,0.06,0,32,1,4.205,0.03
58,58,58,58,100010100,0.033,-20,26,1,0.7499999999999986,0.03
59,59,59,59,100010110,0.036,-3,31,1,5.957,0.03
60,60,60,60,0,0.077,0,30,1,4.059,0.04
61,61,61,61,1100,0.028,-1,30,1,7.92799999999999,0.04
62,62,62,62,100010110,0.037,-3,31,1,3.004,0.04
63,63,63,63,1011000,0.024,-12,34,1,5.6109999999999935,0.04
64,64,64,64,100011100,0.027,-21,34,1,5.658999999999996,0.04
65,65,65,65,100010111,0.037,-3,31,1,6.025999999999998,0.04
66,66,66,66,100010100,0.038,-20,32,1,0.6189999999999991,0.04
67,67,67,67,100000000,0.032,7,34,1,5.437999999999998,0.04
68,68,68,68,101,0.093,17,29,1,9.362000000000007,0.04
69,69,69,69,100010100,0.036,-20,30,1,2.2009999999999987,0.04
70,70,70,70,0,0.084,0,31,1,3.642,0.04
71,71,71,71,11,0.048,0,34,1,6.683,0.04
72,72,72,72,1011000,0.032,-12,28,1,5.367999999999999,0.04
73,73,73,73,101011000,0.023,-5,29,1,8.142999999999995,0.04
74,74,74,74,100010111,0.027,-3,33,1,4.982999999999995,0.04
75,75,75,75,1100,0.023,-1,31,1,11.573,0.04
76,76,76,76,101001000,0.026,5,31,1,10.972,0.04
77,77,77,77,100010100,0.033,-20,31,1,2.469999999999999,0.04
78,78,78,78,100010010,0.047,31,29,1,3.603999999999999,0.04
79,79,79,79,100010001,0.103,-3,28,1,4.220999999999999,0.04
80,80,80,80,10000,0.021,-10,30,1,9.699,0.05
81,81,81,81,100010000,0.068,-3,27,1,0.5879999999999997,0.05
82,82,82,82,100010100,0.082,-20,27,1,3.858999999999996,0.05
83,83,83,83,100010100,0.033,-20,30,1,3.4419999999999984,0.05
84,84,84,84,100010110,0.025,-3,33,1,10.911000000000003,0.05
85,85,85,85,101,0.019,17,26,1,13.387000000000008,0.05
86,86,86,86,1001000,0.036,-2,32,1,6.678999999999996,0.05
87,87,87,87,10000,0.037,-10,30,1,6.122,0.05
88,88,88,88,100010100,0.029,-20,30,1,3.0929999999999978,0.05
89,89,89,89,100010001,0.047,-3,29,1,4.637999999999997,0.05
90,90,90,90,1001000,0.032,-2,30,1,7.593999999999995,0.05
91,91,91,91,0,0.037,0,29,1,7.7029999999999985,0.05
92,92,92,92,1011000,0.041,-12,33,1,5.838999999999998,0.05
93,93,93,93,100010100,0.05,-20,33,1,3.469,0.05
94,94,94,94,1001000,0.016,-2,30,1,12.379000000000008,0.05
95,95,95,95,101,0.066,17,31,1,8.883000000000001,0.05
96,96,96,96,1011000,0.027,-12,29,1,5.501,0.05
97,97,97,97,100010110,0.025,-3,29,1,7.832999999999992,0.05
98,98,98,98,100010000,0.092,-3,32,1,1.3800000000000006,0.05
99,99,99,99,100110001,0.017,-4,32,1,6.940999999999987,0.05
100,100,100,100,1,0.072,0,29,1,6.246,0.060000000000000005
101,101,101,101,10000,0.044,-10,29,1,5.935999999999999,0.060000000000000005
102,102,102,102,0,0.091,0,33,1,2.0970000000000004,0.060000000000000005
103,103,103,103,1010000,0.017,-11,30,1,6.193999999999993,0.060000000000000005
104,104,104,104,110,0.03,0,32,1,7.869999999999996,0.060000000000000005
105,105,105,105,10000,0.058,-10,30,1,3.751,0.060000000000000005
106,106,106,106,1,0.048,0,26,1,6.022000000000003,0.060000000000000005
107,107,107,107,10000,0.031,-10,30,1,3.3599999999999994,0.060000000000000005
108,108,108,108,100,0.036,0,36,1,7.874999999999993,0.060000000000000005
109,109,109,109,0,0.032,0,27,1,7.508999999999994,0.060000000000000005
110,110,110,110,100010100,0.092,-20,31,1,0.9950000000000002,0.060000000000000005
111,111,111,111,10000,0.039,-10,33,1,1.9799999999999995,0.060000000000000005
112,112,112,112,111,0.058,0,28,1,5.422999999999999,0.060000000000000005
113,113,113,113,10000,0.033,-10,30,1,1.7440000000000009,0.060000000000000005
114,114,114,114,0,0.037,0,28,1,9.182999999999998,0.060000000000000005
115,115,115,115,10000,0.022,-10,31,1,10.641,0.060000000000000005
116,116,116,116,1011000,0.03,-12,29,1,7.503999999999997,0.060000000000000005
117,117,117,117,10000,0.03,-10,28,1,1.9390000000000007,0.060000000000000005
118,118,118,118,10000,0.036,-10,32,1,1.468,0.060000000000000005
119,119,119,119,0,0.029,0,32,1,10.804000000000013,0.060000000000000005
120,120,120,120,0,0.037,0,31,1,8.916999999999996,0.06999999999999999
121,121,121,121,0,0.03,0,27,1,8.804999999999998,0.06999999999999999
122,122,122,122,0,0.02,0,33,1,7.610999999999994,0.06999999999999999
123,123,123,123,111,0.019,0,30,1,8.443999999999996,0.06999999999999999
124,124,124,124,10000,0.055,-10,30,1,4.398000000000001,0.06999999999999999
125,125,125,125,100010000,0.045,-3,32,1,4.117999999999999,0.06999999999999999
126,126,126,126,100000111,0.027,-10,31,1,5.3819999999999935,0.06999999999999999
127,127,127,127,1100,0.029,-1,26,1,10.375,0.06999999999999999
128,128,128,128,0,0.039,0,29,1,6.7599999999999945,0.06999999999999999
129,129,129,129,0,0.042,0,33,1,6.6439999999999975,0.06999999999999999
130,130,130,130,1011000,0.023,-12,32,1,5.512999999999996,0.06999999999999999
131,131,131,131,0,0.032,0,27,1,11.872000000000009,0.06999999999999999
132,132,132,132,10000,0.052,-10,29,1,5.431000000000002,0.06999999999999999
133,133,133,133,0,0.097,0,30,1,4.146999999999998,0.06999999999999999
134,134,134,134,100000001,0.03,7,30,1,3.637999999999998,0.06999999999999999
135,135,135,135,100010000,0.098,-3,30,1,1.2530000000000006,0.06999999999999999
136,136,136,136,10000,0.053,-10,31,1,4.186,0.06999999999999999
137,137,137,137,100010111,0.037,-3,28,1,4.325,0.06999999999999999
138,138,138,138,1100,0.029,-1,32,1,10.749000000000002,0.06999999999999999
139,139,139,139,1000010,0.025,16,29,1,13.715000000000009,0.06999999999999999
140,140,140,140,0,0.117,0,34,1,2.7639999999999985,0.08
141,141,141,141,0,0.037,0,35,1,6.850999999999999,0.08
142,142,142,142,10010,0.038,24,32,1,6.584999999999994,0.08
143,143,143,143,0,0.121,0,30,1,3.810000000000001,0.08
144,144,144,144,100010000,0.085,-3,27,1,2.8449999999999984,0.08
145,145,145,145,10000,0.03,-10,28,1,10.384000000000004,0.08
146,146,146,146,10000,0.025,-10,33,1,8.258,0.08
147,147,147,147,100010000,0.079,-3,31,1,1.5950000000000004,0.08
148,148,148,148,0,0.049,0,28,1,11.847999999999994,0.08
149,149,149,149,10000,0.063,-10,29,1,4.303999999999997,0.08
150,150,150,150,10,0.06,17,31,1,6.975000000000004,0.08
151,151,151,151,100000111,0.022,-10,26,1,10.01,0.08
152,152,152,152,111,0.024,0,29,1,7.823999999999995,0.08
153,153,153,153,0,0.091,0,28,1,5.673999999999998,0.08
154,154,154,154,1011000,0.035,-12,27,1,7.015,0.08
155,155,155,155,1001000,0.037,-2,31,1,6.250999999999997,0.08
156,156,156,156,1000000,0.031,-1,30,1,6.890999999999999,0.08
157,157,157,157,100010000,0.086,-3,31,1,2.005,0.08
158,158,158,158,100000110,0.032,-10,32,1,4.781999999999997,0.08
159,159,159,159,0,0.116,0,35,1,6.105000000000001,0.08
160,160,160,160,11,0.034,0,28,1,9.229,0.09
161,161,161,161,101001000,0.034,5,36,1,10.130999999999997,0.09
162,162,162,162,0,0.057,0,30,1,5.711999999999998,0.09
163,163,163,163,10000,0.046,-10,33,1,5.078999999999995,0.09
164,164,164,164,100010100,0.075,-20,33,1,2.598,0.09
165,165,165,165,0,0.072,0,32,1,4.258999999999999,0.09
166,166,166,166,10000,0.032,-10,30,1,11.053999999999997,0.09
167,167,167,167,0,0.034,0,28,1,9.636999999999995,0.09
168,168,168,168,10000,0.031,-10,36,1,5.868999999999998,0.09
169,169,169,169,0,0.06,0,29,1,4.1560000000000015,0.09
170,170,170,170,0,0.136,0,31,1,6.009000000000001,0.09
171,171,171,171,0,0.126,0,29,1,5.516000000000001,0.09
172,172,172,172,1000,0.031,-1,35,1,5.470999999999998,0.09
173,173,173,173,0,0.154,0,30,1,5.354000000000003,0.09
174,174,174,174,100010010,0.033,31,31,1,11.397000000000013,0.09
175,175,175,175,0,0.059,0,28,1,5.847999999999996,0.09
176,176,176,176,10000,0.069,-10,33,1,2.196,0.09
177,177,177,177,101001000,0.025,5,31,1,13.161000000000003,0.09
178,178,178,178,0,0.13,0,34,1,5.213,0.09
179,179,179,179,0,0.042,0,30,1,9.369000000000002,0.09
180,180,180,180,111,0.032,0,44,2,7.705000000000003,0.01
181,181,181,181,1011000,0.043,-12,41,2,1.3680000000000008,0.01
182,182,182,182,100011100,0.014,-21,44,2,12.006999999999994,0.01
183,183,183,183,1011000,0.018,-12,49,2,7.344999999999995,0.01
184,184,184,184,110,0.069,0,51,2,1.6840000000000002,0.01
185,185,185,185,100010100,0.058,-20,46,2,-2.2190000000000047,0.01
186,186,186,186,110100111,0.037,-12,55,2,5.879999999999994,0.01
187,187,187,187,11,0.066,0,45,2,5.0070000000000014,0.01
188,188,188,188,110001110,0.023,-12,50,2,6.418999999999996,0.01
189,189,189,189,100010110,0.056,-3,47,2,6.475999999999995,0.01
190,190,190,190,100010100,0.07,-20,52,2,1.5460000000000005,0.01
191,191,191,191,100010100,0.088,-20,44,2,-1.6290000000000036,0.01
192,192,192,192,0,0.052,0,47,2,8.307000000000004,0.01
193,193,193,193,100010100,0.044,-20,53,2,3.718999999999999,0.01
194,194,194,194,100010100,0.117,-20,53,2,0.6159999999999994,0.01
195,195,195,195,100010100,0.054,-20,53,2,3.1169999999999995,0.01
196,196,196,196,100010101,0.071,-3,41,2,4.5319999999999965,0.01
197,197,197,197,1001000,0.03,-2,45,2,7.389999999999992,0.01
198,198,198,198,100010100,0.109,-20,52,2,0.0589999999999998,0.01
199,199,199,199,110010111,0.024,-4,53,2,3.833999999999997,0.01
200,200,200,200,10000,0.04,-10,45,2,3.286999999999998,0.02
201,201,201,201,100010100,0.074,-20,56,2,-0.6340000000000032,0.02
202,202,202,202,100010100,0.104,-20,54,2,-0.7360000000000018,0.02
203,203,203,203,100011100,0.031,-21,47,2,1.7780000000000011,0.02
204,204,204,204,101,0.022,17,48,2,10.249999999999996,0.02
205,205,205,205,100010100,0.061,-20,46,2,0.5459999999999973,0.02
206,206,206,206,10,0.023,17,48,2,8.839999999999998,0.02
207,207,207,207,100010100,0.028,-20,46,2,5.735999999999995,0.02
208,208,208,208,11001010,0.022,14,53,2,12.925999999999997,0.02
209,209,209,209,100010100,0.057,-20,46,2,2.194,0.02
210,210,210,210,1011000,0.034,-12,49,2,6.732999999999996,0.02
211,211,211,211,100000100,0.051,-10,45,2,2.378,0.02
212,212,212,212,110100111,0.046,-12,48,2,4.692999999999999,0.02
213,213,213,213,0,0.091,0,47,2,6.375000000000002,0.02
214,214,214,214,100010100,0.097,-20,56,2,3.7409999999999983,0.02
215,215,215,215,0,0.041,0,46,2,8.007000000000001,0.02
216,216,216,216,100010001,0.047,-3,46,2,6.181999999999993,0.02
217,217,217,217,100010101,0.039,-3,46,2,9.958000000000004,0.02
218,218,218,218,101001000,0.023,5,40,2,9.829999999999997,0.02
219,219,219,219,100010110,0.03,-3,45,2,9.932,0.02
220,220,220,220,100010111,0.077,-3,55,2,1.919,0.03
221,221,221,221,10000,0.034,-10,58,2,2.0129999999999986,0.03
222,222,222,222,100010100,0.097,-20,51,2,-1.770000000000002,0.03
223,223,223,223,110001110,0.013,-12,43,2,13.051000000000007,0.03
224,224,224,224,11,0.051,0,38,2,5.125000000000002,0.03
225,225,225,225,10,0.022,17,50,2,9.798,0.03
226,226,226,226,100010100,0.042,-20,51,2,4.410999999999996,0.03
227,227,227,227,11000,0.017,-11,56,2,7.927999999999995,0.03
228,228,228,228,100011100,0.024,-21,48,2,3.827999999999997,0.03
229,229,229,229,10,0.183,17,46,2,7.729999999999999,0.03
230,230,230,230,100010100,0.127,-20,40,2,-1.3330000000000013,0.03
231,231,231,231,10000,0.039,-10,47,2,7.80599999999999,0.03
232,232,232,232,1100,0.049,-1,45,2,4.980999999999998,0.03
233,233,233,233,100010101,0.033,-3,46,2,6.96499999999999,0.03
234,234,234,234,100010100,0.042,-20,51,2,1.9040000000000008,0.03
235,235,235,235,10000,0.05,-10,48,2,-0.1590000000000043,0.03
236,236,236,236,0,0.051,0,49,2,3.104000000000001,0.03
237,237,237,237,100010100,0.032,-20,51,2,5.599999999999995,0.03
238,238,238,238,100010100,0.082,-20,48,2,2.086,0.03
239,239,239,239,100010100,0.057,-20,45,2,2.7149999999999994,0.03
240,240,240,240,0,0.125,0,51,2,3.5980000000000003,0.04
241,241,241,241,110100111,0.03,-12,50,2,9.226,0.04
242,242,242,242,100000000,0.032,7,44,2,7.669999999999997,0.04
243,243,243,243,100010001,0.046,-3,53,2,6.696999999999992,0.04
244,244,244,244,100010100,0.035,-20,45,2,4.881999999999996,0.04
245,245,245,245,10,0.019,17,49,2,11.464000000000002,0.04
246,246,246,246,10000,0.035,-10,51,2,3.332,0.04
247,247,247,247,10000,0.079,-10,47,2,2.334,0.04
248,248,248,248,100010000,0.112,-3,46,2,2.176,0.04
249,249,249,249,100010000,0.044,-3,45,2,9.385,0.04
250,250,250,250,100010100,0.053,-20,43,2,3.924999999999998,0.04
251,251,251,251,0,0.039,0,42,2,6.439999999999999,0.04
252,252,252,252,110100111,0.024,-12,54,2,7.7809999999999935,0.04
253,253,253,253,1001000,0.033,-2,46,2,6.013999999999997,0.04
254,254,254,254,100010010,0.111,31,43,2,9.571999999999996,0.04
255,255,255,255,0,0.061,0,54,2,5.865000000000001,0.04
256,256,256,256,100010100,0.12,-20,53,2,0.1730000000000005,0.04
257,257,257,257,101001000,0.023,5,39,2,9.359999999999996,0.04
258,258,258,258,100,0.019,0,47,2,7.355000000000003,0.04
259,259,259,259,100000111,0.034,-10,50,2,3.318999999999997,0.04
260,260,260,260,100010100,0.056,-20,60,2,2.247999999999999,0.05
261,261,261,261,1001000,0.01,-2,46,2,15.924000000000014,0.05
262,262,262,262,100110101,0.018,-4,45,2,8.707999999999993,0.05
263,263,263,263,100010100,0.069,-20,53,2,-1.730000000000008,0.05
264,264,264,264,100010010,0.069,31,53,2,6.451999999999994,0.05
265,265,265,265,100010000,0.117,-3,58,2,1.926,0.05
266,266,266,266,100010100,0.013,-20,56,2,8.243999999999984,0.05
267,267,267,267,1011000,0.033,-12,43,2,7.160999999999993,0.05
268,268,268,268,10,0.026,17,48,2,6.973999999999995,0.05
269,269,269,269,100100111,0.014,-11,49,2,9.131999999999996,0.05
270,270,270,270,1011000,0.035,-12,51,2,9.384,0.05
271,271,271,271,100010000,0.079,-3,53,2,3.4869999999999983,0.05
272,272,272,272,100010100,0.044,-20,45,2,1.037,0.05
273,273,273,273,100010100,0.077,-20,44,2,1.7500000000000002,0.05
274,274,274,274,0,0.08,0,44,2,3.361999999999997,0.05
275,275,275,275,10000,0.014,-10,47,2,8.74699999999999,0.05
276,276,276,276,0,0.123,0,49,2,5.159000000000001,0.05
277,277,277,277,0,0.067,0,63,2,1.651,0.05
278,278,278,278,100010100,0.061,-20,54,2,3.953999999999997,0.05
279,279,279,279,100010100,0.038,-20,49,2,5.315999999999996,0.05
280,280,280,280,1011000,0.039,-12,50,2,8.081999999999995,0.060000000000000005
281,281,281,281,100010111,0.053,-3,51,2,6.864999999999996,0.060000000000000005
282,282,282,282,111,0.025,0,54,2,7.094999999999994,0.060000000000000005
283,283,283,283,0,0.068,0,52,2,5.238,0.060000000000000005
284,284,284,284,100010111,0.056,-3,54,2,7.504999999999992,0.060000000000000005
285,285,285,285,0,0.06,0,45,2,5.590999999999999,0.060000000000000005
286,286,286,286,10000,0.021,-10,59,2,6.521999999999999,0.060000000000000005
287,287,287,287,0,0.1,0,47,2,2.2410000000000005,0.060000000000000005
288,288,288,288,100,0.011,0,43,2,12.261999999999992,0.060000000000000005
289,289,289,289,100010001,0.029,-3,51,2,7.330999999999995,0.060000000000000005
290,290,290,290,0,0.013,0,43,2,11.938,0.060000000000000005
291,291,291,291,1001000,0.036,-2,50,2,3.484000000000001,0.060000000000000005
292,292,292,292,100000100,0.011,-10,56,2,12.237999999999998,0.060000000000000005
293,293,293,293,100010000,0.029,-3,42,2,7.773999999999993,0.060000000000000005
294,294,294,294,1011000,0.028,-12,48,2,10.466999999999992,0.060000000000000005
295,295,295,295,0,0.07,0,58,2,7.128999999999998,0.060000000000000005
296,296,296,296,1011000,0.04,-12,47,2,4.478999999999998,0.060000000000000005
297,297,297,297,101,0.014,17,39,2,13.165000000000012,0.060000000000000005
298,298,298,298,0,0.05,0,52,2,6.389,0.060000000000000005
299,299,299,299,100010000,0.079,-3,42,2,2.965000000000001,0.060000000000000005
300,300,300,300,100001110,0.009,-11,47,2,15.448000000000008,0.06999999999999999
301,301,301,301,0,0.269,0,51,2,4.320000000000003,0.06999999999999999
302,302,302,302,0,0.056,0,44,2,9.655000000000005,0.06999999999999999
303,303,303,303,1011000,0.022,-12,41,2,11.190000000000005,0.06999999999999999
304,304,304,304,0,0.216,0,43,2,3.4440000000000013,0.06999999999999999
305,305,305,305,100010011,0.04,14,54,2,6.066999999999997,0.06999999999999999
306,306,306,306,100001000,0.016,6,48,2,9.633,0.06999999999999999
307,307,307,307,101001000,0.03,5,44,2,10.906999999999991,0.06999999999999999
308,308,308,308,0,0.059,0,48,2,3.3069999999999995,0.06999999999999999
309,309,309,309,0,0.237,0,52,2,2.725,0.06999999999999999
310,310,310,310,1011000,0.036,-12,56,2,5.096999999999997,0.06999999999999999
311,311,311,311,110100111,0.018,-12,41,2,8.534999999999995,0.06999999999999999
312,312,312,312,10000,0.093,-10,49,2,1.158,0.06999999999999999
313,313,313,313,0,0.06,0,55,2,4.285999999999997,0.06999999999999999
314,314,314,314,0,0.101,0,48,2,4.177999999999998,0.06999999999999999
315,315,315,315,0,0.096,0,46,2,7.193999999999997,0.06999999999999999
316,316,316,316,0,0.092,0,48,2,6.549000000000001,0.06999999999999999
317,317,317,317,1,0.069,0,48,2,4.077000000000001,0.06999999999999999
318,318,318,318,100011100,0.013,-21,48,2,9.367999999999988,0.06999999999999999
319,319,319,319,100010100,0.03,-20,56,2,5.726999999999991,0.06999999999999999
320,320,320,320,10000,0.045,-10,63,2,3.0730000000000004,0.08
321,321,321,321,100010000,0.059,-3,44,2,6.660999999999993,0.08
322,322,322,322,0,0.044,0,47,2,6.26,0.08
323,323,323,323,10000,0.056,-10,50,2,5.888999999999999,0.08
324,324,324,324,0,0.114,0,46,2,8.010999999999997,0.08
325,325,325,325,0,0.129,0,46,2,4.737000000000001,0.08
326,326,326,326,0,0.104,0,52,2,2.127,0.08
327,327,327,327,10000,0.035,-10,46,2,6.658999999999998,0.08
328,328,328,328,111,0.027,0,45,2,7.460999999999994,0.08
329,329,329,329,1000000,0.037,-1,48,2,6.158999999999993,0.08
330,330,330,330,0,0.131,0,45,2,6.027000000000003,0.08
331,331,331,331,100000111,0.028,-10,51,2,7.268999999999997,0.08
332,332,332,332,0,0.084,0,50,2,5.259,0.08
333,333,333,333,0,0.055,0,45,2,5.446,0.08
334,334,334,334,100010111,0.053,-3,50,2,6.192999999999993,0.08
335,335,335,335,0,0.04,0,48,2,9.691,0.08
336,336,336,336,100000000,0.073,7,47,2,5.011999999999998,0.08
337,337,337,337,1001000,0.026,-2,46,2,10.351999999999997,0.08
338,338,338,338,0,0.05,0,40,2,7.6199999999999966,0.08
339,339,339,339,1001000,0.032,-2,47,2,9.411999999999994,0.08
340,340,340,340,0,0.123,0,42,2,3.622000000000001,0.09
341,341,341,341,0,0.167,0,40,2,7.877000000000004,0.09
342,342,342,342,10000,0.059,-10,47,2,3.395999999999999,0.09
343,343,343,343,0,0.295,0,47,2,5.095000000000001,0.09
344,344,344,344,10,0.029,17,45,2,11.050000000000008,0.09
345,345,345,345,0,0.164,0,48,2,4.322000000000003,0.09
346,346,346,346,10000,0.097,-10,50,2,2.326,0.09
347,347,347,347,0,0.128,0,57,2,3.3990000000000014,0.09
348,348,348,348,0,0.086,0,48,2,6.632999999999998,0.09
349,349,349,349,1,0.028,0,53,2,6.343999999999999,0.09
350,350,350,350,100010000,0.014,-3,49,2,9.768999999999997,0.09
351,351,351,351,0,0.143,0,50,2,3.041999999999999,0.09
352,352,352,352,0,0.193,0,41,2,4.952000000000003,0.09
353,353,353,353,0,0.279,0,45,2,4.517000000000002,0.09
354,354,354,354,10000,0.111,-10,50,2,3.423999999999999,0.09
355,355,355,355,0,0.188,0,56,2,4.154000000000001,0.09
356,356,356,356,100010000,0.08,-3,56,2,1.9720000000000009,0.09
357,357,357,357,100110111,0.025,-4,46,2,11.980000000000013,0.09
358,358,358,358,0,0.154,0,56,2,2.815999999999999,0.09
359,359,359,359,100010000,0.043,-3,49,2,3.621,0.09
360,360,360,360,1011000,0.035,-12,72,3,6.711999999999999,0.01
361,361,361,361,100010100,0.115,-20,73,3,-2.7460000000000018,0.01
362,362,362,362,0,0.019,0,69,3,5.014999999999995,0.01
363,363,363,363,100,0.043,0,70,3,9.662999999999997,0.01
364,364,364,364,101001000,0.021,5,61,3,14.720000000000006,0.01
365,365,365,365,10000,0.021,-10,66,3,5.431999999999997,0.01
366,366,366,366,100010100,0.034,-20,69,3,2.756999999999997,0.01
367,367,367,367,100011100,0.028,-21,67,3,7.589999999999996,0.01
368,368,368,368,100010100,0.134,-20,79,3,-3.156000000000003,0.01
369,369,369,369,100010100,0.03,-20,68,3,2.647,0.01
370,370,370,370,100010100,0.021,-20,61,3,6.414999999999998,0.01
371,371,371,371,100010100,0.184,-20,72,3,-1.7200000000000042,0.01
372,372,372,372,100000100,0.04,-10,63,3,2.0729999999999995,0.01
373,373,373,373,100010100,0.015,-20,68,3,8.753999999999989,0.01
374,374,374,374,100010000,0.063,-3,60,3,7.017999999999994,0.01
375,375,375,375,100010100,0.111,-20,70,3,-1.157000000000003,0.01
376,376,376,376,100010100,0.083,-20,81,3,-0.6030000000000032,0.01
377,377,377,377,100010101,0.097,-3,64,3,5.632000000000001,0.01
378,378,378,378,110100111,0.046,-12,54,3,-0.8020000000000033,0.01
379,379,379,379,0,0.068,0,60,3,7.704000000000001,0.01
380,380,380,380,0,0.043,0,71,3,3.18,0.02
381,381,381,381,100010111,0.03,-3,69,3,4.915999999999997,0.02
382,382,382,382,0,0.048,0,65,3,4.041999999999999,0.02
383,383,383,383,100010110,0.034,-3,65,3,6.491999999999995,0.02
384,384,384,384,1011000,0.022,-12,60,3,10.869999999999992,0.02
385,385,385,385,110,0.022,0,58,3,8.622999999999994,0.02
386,386,386,386,100010010,0.09,31,72,3,7.765999999999993,0.02
387,387,387,387,100,0.064,0,72,3,5.533999999999996,0.02
388,388,388,388,100010100,0.068,-20,60,3,2.258,0.02
389,389,389,389,100000110,0.039,-10,75,3,3.5069999999999992,0.02
390,390,390,390,100010000,0.036,-3,70,3,6.200999999999999,0.02
391,391,391,391,0,0.175,0,73,3,3.034000000000001,0.02
392,392,392,392,100010100,0.051,-20,71,3,6.802999999999988,0.02
393,393,393,393,100010100,0.036,-20,73,3,2.5079999999999987,0.02
394,394,394,394,100010101,0.082,-3,70,3,2.454999999999999,0.02
395,395,395,395,100010100,0.048,-20,60,3,1.735,0.02
396,396,396,396,11000,0.029,-11,55,3,6.684999999999999,0.02
397,397,397,397,100010100,0.055,-20,67,3,1.5759999999999998,0.02
398,398,398,398,100010100,0.078,-20,76,3,-1.2530000000000043,0.02
399,399,399,399,0,0.094,0,68,3,4.616,0.02
400,400,400,400,100010000,0.119,-3,64,3,1.229,0.03
401,401,401,401,10000,0.064,-10,64,3,1.252999999999996,0.03
402,402,402,402,100000111,0.044,-10,74,3,3.823,0.03
403,403,403,403,100010100,0.053,-20,69,3,2.188,0.03
